집계일자,시군명,구분명,전화번호안내,소재지우편번호,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도
2023-02-10,안양시,호계3동,031-8045-4730,14123,경기도 안양시 동안구 동안구 경수대로 504,경기도 안양시 동안구 호계동 764-5번지,37.3676268554,126.9588589333
2023-02-10,안양시,갈산동,031-8045-4760,14106,경기도 안양시 동안구 흥안대로223번길 30 (호계동),경기도 안양시 동안구 호계동 1118번지,37.3761420408,126.9661732185
2023-02-10,안양시,안양1동,,13995,경기도 안양시 만안구 장내로 170 (안양동),경기도 안양시 만안구 안양동 1383번지,37.3991006375,126.9259019346
2023-02-10,안양시,관양1동,031-8045-4650,13931,경기도 안양시 동안구 관평로 358번길 46,경기도 안양시 동안구 관양동 1407-1번지,37.4061454142,126.9614633239
2023-02-10,안양시,부림동,031-8045-4670,14051,경기도 안양시 동안구 달안로 154 (관양동),경기도 안양시 동안구 관양동 1588-1번지,37.3987270036,126.9594601557
2023-02-10,안양시,귀인동,031-8045-4700,14101,경기도 안양시 동안구 부림로 16 (평촌동),경기도 안양시 동안구 평촌동 933-4번지,37.3855222223,126.9694842673
2023-02-10,안양시,호계2동,031-8045-4720,14079,경기도 안양시 동안구 동안구 시민대로 110번길 6 (호계동),경기도 안양시 동안구 호계동 907-11번지,37.3864297706,126.9452925664
2023-02-10,안양시,범계동,031-8045-4740,14072,경기도 안양시 동안구 평촌대로217번길 63 (호계동),경기도 안양시 동안구 호계동 1051-1번지,37.3897624271,126.9525092363
2023-02-10,안양시,신촌동,031-8045-4750,14099,경기도 안양시 동안구 동안로 28 (호계동),경기도 안양시 동안구 호계동 1056-2번지,37.3817938808,126.9563285993
2023-02-10,안양시,만안구청,,14034,경기도 안양시 만안구 안양로 128 (안양동),경기도 안양시 만안구 안양동 530번지,37.3866391208,126.9324245514
2023-02-06,파주시,법원읍,031-940-8041,10826,경기도 파주시 법원읍 사임당로907번길 21,경기도 파주시 법원읍 법원리 376-1번지,37.8491705,126.8823933
2023-02-06,파주시,금촌3동,031-940-8748,10850,경기도 파주시 시청로 194,경기도 파주시 아동동 291-4번지,37.7675325,126.775401
2023-02-06,파주시,월롱면,031-940-8063,10946,경기도 파주시 월롱면 엘지로 17,경기도 파주시 월롱면 위전리 5-2번지,37.7962204,126.7893368
2023-02-06,파주시,파평면,031-940-8161,10801,경기도 파주시 파평면 청송로 189-21,경기도 파주시 파평면 금파리 287번지,37.9219322,126.8379583
2023-02-06,파주시,운정1동,031-940-7701,10894,경기도 파주시 와석순환로 415,경기도 파주시 와동동 1358번지,37.7253124,126.7585956
2023-02-06,파주시,운정4동,031-820-7101,10909,경기도 파주시 하우3길 77,경기도 파주시 야당동 54-1번지,37.71898823,126.7687177
2023-02-06,파주시,운정6동,031-820-7181,10888,경기도 파주시 청석로 115,경기도 파주시 동패동 2080-3번지,37.71275237,126.7204097
2023-02-06,파주시,금촌2동,031-940-8228,10918,경기도 파주시 쇠재로 115,경기도 파주시 금촌동 1011번지,37.7515853,126.7772012
2023-02-06,파주시,장단출장소,031-940-8245,10800,경기도 파주시 군내면 통일촌길 220,경기도 파주시 군내면 백연리 480-1번지,37.9061392,126.7309526
2023-02-06,파주시,문산읍,031-940-8004,10813,경기도 파주시 문산읍 통일로 1680,경기도 파주시 문산읍 선유리 1402번지,37.8567524,126.7910164
2023-02-06,파주시,조리읍,031-940-8121,10937,경기도 파주시 조리읍 봉천로 64,경기도 파주시 조리읍 봉일천리 188-6번지,37.7447623,126.8052374
2023-02-06,파주시,파주읍,031-940-8021,10835,경기도 파주시 파주읍 술이홀로 295,경기도 파주시 파주읍 파주리 146-1번지,37.8307195,126.8200104
2023-02-06,파주시,탄현면,031-940-8081,10858,경기도 파주시 탄현면 방촌로649번길 24-7,경기도 파주시 탄현면 축현리 877-1번지,37.8024773,126.7161589
2023-02-06,파주시,적성면,031-940-8181,10803,경기도 파주시 적성면 청송로 1013,경기도 파주시 적성면 마지리 48-1번지,37.954283,126.9176169
2023-02-06,파주시,파주시청,031-940-4114,10932,경기도 파주시 시청로 50,경기도 파주시 아동동 215-1번지,37.7600413,126.7798768
2023-02-06,파주시,교하동,031-940-7601,10867,경기도 파주시 교하로 1401,경기도 파주시 교하동 388-3번지,37.753036,126.746904
2023-02-06,파주시,운정2동,031-940-7741,10894,경기도 파주시 와석순환로 415,경기도 파주시 와동동 1358번지,37.7288768,126.7466414
2023-02-06,파주시,운정3동,031-940-7651,10901,경기도 파주시 교하로 239,경기도 파주시 동패동 1800-2번지,37.7171381,126.7436387
2023-02-06,파주시,운정5동,031-820-7141,10884,경기도 파주시 책향기로 283,경기도 파주시 문발동 602-5번지,37.72027281,126.710801
2023-02-06,파주시,금촌1동,031-940-8205,10930,경기도 파주시 새꽃로 215,경기도 파주시 아동동 351-5번지,37.7663443,126.7759721
2023-02-06,파주시,광탄면,031-940-8141,10948,경기도 파주시 광탄면 혜음로 1044,경기도 파주시 광탄면 신산리 134-1번지,37.7761649,126.8512215
2023-01-04,과천시,과천시청,02-502-5001~6,13806,경기도 과천시 관문로 69,경기도 과천시 중앙동 1-3번지,37.429812,126.986963
2023-01-04,과천시,중앙동행정복지센터,02-2150-3100,13803,경기도 과천시 관문로 136,경기도 과천시 중앙동 68번지,37.433192,126.993405
2023-01-04,과천시,별양동주민센터,02-2150-3300,13834,경기도 과천시 별양로 60,경기도 과천시 별양동 12번지,37.424171,126.993714
2023-01-04,과천시,부림동주민센터,02-2150-3400,13831,경기도 과천시 별양로 174,경기도 과천시 부림동 47번지,37.433458,126.998512
2023-01-04,과천시,문원동주민센터,02-2150-3600,13827,경기도 과천시 아랫배랭이로 35,경기도 과천시 문원동 187-1번지,37.426396,127.001916
2023-01-04,과천시,과천시 보건소,02-2150-3800,13806,경기도 과천시 관문로 69,경기도 과천시 중앙동 1-3번지,37.429812,126.986963
2023-01-04,과천시,과천시 정보과학도서관,02-2150-3008,13835,경기도 과천시 중앙로 24,경기도 과천시 갈현동 677번지,37.418746,126.989716
2023-01-04,과천시,갈현동행정복지센터,02-2150-3200,13835,경기도 과천시 중앙로 28,경기도 과천시 갈현동 679번지,37.419356,126.989125
2023-01-04,과천시,과천동행정복지센터,02-2150-3500,13813,경기도 과천시 과천대로 608-17,경기도 과천시 과천동 538-1번지,37.448380,126.995394
2023-01-04,과천시,과천시 맑은물사업소,02-2150-3703,13841,경기도 과천시 중앙로 59-92,경기도 과천시 갈현동 4-1번지,37.420775,126.985609
2023-01-04,과천시,과천시 환경사업소,02-2150-3752,13815,경기도 과천시 상하벌로 17,경기도 과천시 과천동 249번지,37.448690,127.002385
2022-11-18,고양시,마두1동 행정복지센터,031-8075-6873,10417,경기도 고양시 일산동구 일산로 218,경기도 고양시 일산동구 마두동 727번지,37.6558124586,126.7897928913
2022-11-18,고양시,마두2동 행정복지센터,031-8075-6892,10416,경기도 고양시 일산동구 강송로 166,경기도 고양시 일산동구 마두동 782번지,37.6535899607,126.7844518842
2022-11-18,고양시,장항2동 행정복지센터,031-8075-6942,10422,경기도 고양시 일산동구 노루목로 114,경기도 고양시 일산동구 장항동 900번지,37.6498842164,126.7783206813
2022-11-18,고양시,풍산동 행정복지센터,031-8075-6782,10308,경기도 고양시 일산동구 숲속마을1로 36,경기도 고양시 일산동구 풍동 349-16번지,37.6640837216,126.7998617107
2022-11-18,고양시,백석1동 행정복지센터,031-8075-6812,10445,경기도 고양시 일산동구 일산로 145,경기도 고양시 일산동구 백석동 1147번지,37.6496275642,126.7924930655
2022-11-18,고양시,행신1동 행정복지센터,031-8075-5907,10518,경기도 고양시 덕양구 중앙로 541-12,경기도 고양시 덕양구 행신동 992번지,37.6223171261,126.8358807728
2022-11-18,고양시,행신3동 행정복지센터,031-8075-5948,10494,경기도 고양시 덕양구 중앙로558번길 78,경기도 고양시 덕양구 행신동 933번지,37.6263793722,126.8385984082
2022-11-18,고양시,화전동 행정복지센터,031-8075-5977,10540,경기도 고양시 덕양구 중앙로 131,경기도 고양시 덕양구 화전동 226-13번지,37.6000389585,126.8726357090
2022-11-18,고양시,덕양구청,031-909-9000,10497,경기도 고양시 덕양구 화중로104번길 13,경기도 고양시 덕양구 화정동 955번지,37.6374571807,126.8322777968
2022-11-18,고양시,일산서구청,031-909-9000,10226,경기도 고양시 일산서구 중앙로 1600,경기도 고양시 일산서구 대화동 2321번지,37.6779159791,126.7452987036
2022-11-18,고양시,주교동 행정복지센터,031-8075-5654,10458,경기도 고양시 덕양구 고양대로1315번길 71,경기도 고양시 덕양구 주교동 265-1번지,37.6594795833,126.8296203742
2022-11-18,고양시,원신동 행정복지센터,031-8075-5678,10565,경기도 고양시 덕양구 호국로 1261,경기도 고양시 덕양구 신원동 437-25번지,37.6773992847,126.8758518636
2022-11-18,고양시,흥도동 행정복지센터,031-8075-5691,10480,경기도 고양시 덕양구 흥도로454번길 44,경기도 고양시 덕양구 성사동 34-1번지,37.6449709369,126.8543482789
2022-11-18,고양시,성사1동 행정복지센터,031-8075-5702,10462,경기도 고양시 덕양구 호국로 793,경기도 고양시 덕양구 주교동 615-4,37.6571288199,126.8362963836
2022-11-18,고양시,성사2동 행정복지센터,031-8075-5722,10469,경기도 고양시 덕양구 호국로742번길 6-6,경기도 고양시 덕양구 성사동 734-1번지,37.6529456495,126.8329213451
2022-11-18,고양시,효자동 행정복지센터,031-8075-5742,03307,경기도 서울시 은평구 대서문길 5,경기도 서울시 은평구 진관동 279-90번지,37.6579969685,126.9469515990
2022-11-18,고양시,삼송2동 행정복지센터,031-8075-8443,10563,경기도 고양시 덕양구 원흥1로 46-13,경기도 고양시 덕양구 원흥동 621-1번지,37.6507800269,126.8701912588
2022-11-18,고양시,일산3동 행정복지센터,031-8075-7763,10356,경기도 고양시 일산서구 강선로 158,경기도 고양시 일산서구 일산동 1100번지,37.6769823818,126.7702449619
2022-11-18,고양시,탄현2동 행정복지센터,031-8075-7533,10248,경기도 고양시 일산서구 탄현로 120,경기도 고양시 일산서구 탄현동 1655번지,37.7022213882,126.7676720883
2022-11-18,고양시,주엽1동 행정복지센터,031-8075-7822,10386,경기도 고양시 일산서구 강성로 109,경기도 고양시 일산서구 주엽동 69번지,37.6701161617,126.7632933486
2022-11-18,고양시,대화동 행정복지센터,031-8075-7883,10368,경기도 고양시 일산서구 일산로 668,경기도 고양시 일산서구 대화동 2035번지,37.6829807776,126.7551253767
2022-11-18,고양시,덕이동 행정복지센터,031-8075-7945,10237,경기도 고양시 일산서구 덕이로 50-7,경기도 고양시 일산서구 덕이동 446-9번지,37.6909070774,126.7542861708
2022-11-18,고양시,가좌동 행정복지센터,031-8075-7963,10214,경기도 고양시 일산서구 송산로374번길 7,경기도 고양시 일산서구 가좌동 308-13번지,37.6844630096,126.7208828422
2022-11-18,고양시,일산1동 행정복지센터,031-8075-7702,10348,경기도 고양시 일산서구 원일로 55,경기도 고양시 일산서구 일산동 963-6번지,37.6872378175,126.7685339725
2022-11-18,고양시,식사동 행정복지센터,031-8075-6702,10323,경기도 고양시 일산동구 위시티2로11번길 22-21,경기도 고양시 일산동구 식사동 1536번지,37.6773424570,126.8137081946
2022-11-18,고양시,장항1동 행정복지센터,031-8075-6912,10431,경기도 고양시 일산동구 장항로225번길 72,경기도 고양시 일산동구 장항동 578-2번지,37.6416253179,126.7705456419
2022-11-18,고양시,고봉동 행정복지센터,031-8075-6953,10258,경기도 고양시 일산동구 성현로 397-18,경기도 고양시 일산동구 문봉동 57-4번지,37.7018999474,126.8271739269
2022-11-18,고양시,백석2동 행정복지센터,031-8075-6842,10447,경기도 고양시 일산동구 장백로 72,경기도 고양시 일산동구 백석동 1339번지,37.6439070415,126.7854969250
2022-11-18,고양시,고양시청,031-909-9000,10460,경기도 고양시 덕양구 고양시청로 10,경기도 고양시 덕양구 주교동 600번지,37.6584112959,126.8319654608
2022-11-18,고양시,일산동구청,031-909-9000,10409,경기도 고양시 일산동구 중앙로 1256,경기도 고양시 일산동구 마두동 815번지,37.6588678240,126.7749572412
2022-11-18,고양시,삼송1동 행정복지센터,031-8075-5757,10590,경기도 고양시 덕양구 신도길 8-8,경기도 고양시 덕양구 삼송동 143-1번지,37.6525797245,126.8937104798
2022-11-18,고양시,창릉동 행정복지센터,031-8075-5772,10597,경기도 고양시 덕양구 동세로 30,경기도 고양시 덕양구 동산동 360번지,37.6455033582,126.8865587182
2022-11-18,고양시,일산2동 행정복지센터,031-8075-7736,10340,경기도 고양시 일산서구 고봉로 283,경기도 고양시 일산서구 일산동 1679번지,37.6846232867,126.7771903313
2022-11-18,고양시,탄현1동 행정복지센터,031-8075-7793,10244,경기도 고양시 일산서구 홀트로 36,경기도 고양시 일산서구 탄현동 1488-3번지,37.6943123866,126.7684077631
2022-11-18,고양시,주엽2동 행정복지센터,031-8075-7852,10388,경기도 고양시 일산서구 주엽로 178,경기도 고양시 일산서구 주엽동 27번지,37.6741184196,126.7604755694
2022-11-18,고양시,송포동 행정복지센터,031-8075-7912,10218,경기도 고양시 일산서구 대화로 143,경기도 고양시 일산서구 대화동 767-2번지,37.6714171483,126.7354540619
2022-11-18,고양시,고양동 행정복지센터,031-8075-5787,10275,경기도 고양시 덕양구 벽제관로 5,경기도 고양시 덕양구 고양동 195-1번지,37.7033484253,126.9037224720
2022-11-18,고양시,능곡동 행정복지센터,031-8075-5840,10509,경기도 고양시 덕양구 토당로 83,경기도 고양시 덕양구 토당동 335-4번지,37.6226929440,126.8180184274
2022-11-18,고양시,화정1동 행정복지센터,031-8075-5848,10472,경기도 고양시 덕양구 화중로 197,경기도 고양시 덕양구 화정동 864번지,37.6446745654,126.8334714003
2022-11-18,고양시,화정2동 행정복지센터,031-8075-5868,10499,경기도 고양시 덕양구 화신로 232,경기도 고양시 덕양구 화정동 994번지,37.6305633243,126.8357053996
2022-11-18,고양시,행주동 행정복지센터,031-8075-5895,10516,경기도 고양시 덕양구 지도로14번길 11,경기도 고양시 덕양구 토당동 885-9번지,37.6184354392,126.8252979584
2022-11-18,고양시,행신2동 행정복지센터,031-8075-5928,10523,경기도 고양시 덕양구 충경로 30,경기도 고양시 덕양구 행신동 717번지,37.6151624405,126.8330210871
2022-11-18,고양시,관산동 행정복지센터,031-8075-5814,10287,경기도 고양시 덕양구 통일로 789,경기도 고양시 덕양구 관산동 238-1번지,37.6880177832,126.8625383308
2022-11-18,고양시,행신4동 행정복지센터,031-8075-8475,10486,경기도 고양시 덕양구 중앙로 454,경기도 고양시 덕양구 행신동 1082번지,37.6186185618,126.8450013306
2022-11-18,고양시,대덕동 행정복지센터,031-8075-5987,10541,경기도 고양시 덕양구 덕은로 60-22,경기도 고양시 덕양구 덕은동 191-9번지,37.5855498636,126.8751698229
2022-11-18,고양시,중산1동 행정복지센터,031-8075-6732,10333,경기도 고양시 일산동구 중산로 224,경기도 고양시 일산동구 중산동 1573-4번지,37.6918176882,126.7804438059
2022-11-18,고양시,중산2동 행정복지센터,031-8075-6530,10311,경기도 고양시 일산동구 하늘마을1로 2,경기도 고양시 일산동구 중산동 1806번지,37.6745101712,126.7860200204
2022-11-18,고양시,정발산동 행정복지센터,031-8075-6762,10358,경기도 고양시 일산동구 일산로 422,경기도 고양시 일산동구 정발산동 1212번지,37.6724625611,126.7798256534
2022-06-22,하남시,풍산동,031-790-6607,12984,경기도 하남시 하남대로 1037-4 (풍산동),경기도 하남시 풍산동 244-11번지,37.5490197,127.1850903
2022-06-22,하남시,감일동,031-790-6614,12997,경기도 하남시 감일순환로 175,경기도 하남시 감이동 451,37.50890856,127.1594255
2022-06-22,하남시,미사2동,031-790-6612,12909,경기도 하남시 아리수로 531,경기도 하남시 망월동 981번지,37.56717508,127.1860544
2022-06-22,하남시,위례동,031-790-6613,13014,경기도 하남시 위례순환로 310,경기도 하남시 학암동 287-1,37.47720239,127.1524211
2022-06-22,하남시,초이동,031-790-6610,12986,경기도 하남시 초이로 65 (초이동),경기도 하남시 초이동 276-5번지,37.536629,127.1708668
2022-06-22,하남시,신장1동,031-790-6602,12959,경기도 하남시 신장1로27번길 13 (신장동),경기도 하남시 신장동 446-17번지,37.5387867,127.2095729
2022-06-22,하남시,신장2동,031-790-6603,12947,경기도 하남시 대청로21번길 32 (신장동),경기도 하남시 신장동 521-1번지,37.5416909,127.2139034
2022-06-22,하남시,하남시청,031-790-6114,12951,"경기도 하남시 대청로 10 (신장동,하남시청)",경기도 하남시 신장동 520번지 하남시청,37.5390571,127.2155298
2022-06-22,하남시,덕풍1동,031-790-6604,12979,경기도 하남시 역말로 14 (덕풍동),경기도 하남시 덕풍동 522-3번지,37.5335152,127.2005793
2022-06-22,하남시,덕풍3동,031-790-6606,12927,경기도 하남시 덕풍서로 66 (덕풍동),경기도 하남시 덕풍동 737번지,37.5525119,127.2047858
2022-06-22,하남시,덕풍2동,031-790-6605,12972,경기도 하남시 덕풍공원로 12 (덕풍동),경기도 하남시 덕풍동 693번지,37.5422842,127.1981451
2022-06-22,하남시,춘궁동,031-790-6609,13020,경기도 하남시 서하남로 490 (춘궁동),경기도 하남시 춘궁동 333-2번지,37.5221662,127.1941462
2022-06-22,하남시,천현동,031-790-6601,13024,경기도 하남시 검단남로 48 (하산곡동),경기도 하남시 하산곡동 172-1번지,37.519184,127.224028
2022-06-22,하남시,미사1동,031-790-6611,12913,경기도 하남시 미사강변남로 59,경기도 하남시 망월동 1071번지,37.56031593,127.188808
2022-06-22,하남시,감북동,031-790-6608,12990,경기도 하남시 감북로 39 (감북동),경기도 하남시 감북동 328번지,37.5162035,127.1617394
2022-06-07,양평군,산음보건진료소,031-770-3456,12527,경기도 양평군 단월면 봉미산샘골길 10,경기도 양평군 단월면 산음리 344-3번지,37.6061435,127.601282
2022-06-07,양평군,부안보건진료소,031-770-3457,12528,경기도 양평군 단월면 단월로 326,경기도 양평군 단월면 부안리 217-9번지,37.5634371,127.669569
2022-06-07,양평군,신론보건진료소,031-770-3458,12531,경기도 양평군 청운면 신론로 196,경기도 양평군 청운면 신론리 478-1번지,37.5677521,127.761545
2022-06-07,양평군,갈운보건진료소,031-770-3466,12532,경기도 양평군 청운면 경강로 4839,경기도 양평군 청운면 갈운리 637-2번지,37.5415986,127.764329
2022-06-07,양평군,양동보건지소,031-770-3556,12539,경기도 양평군 양동면 학둔지아래길 22,경기도 양평군 양동면 석곡리 160-2번지,37.4250391,127.750923
2022-06-07,양평군,계정보건진료소,031-770-3459,12535,경기도 양평군 양동면 양서북로 518,경기도 양평군 양동면 계정리 196-1번지,37.45668816,127.7706856
2022-06-07,양평군,금왕보건진료소,031-770-3460,12534,경기도 양평군 양동면 월리터1길 10,경기도 양평군 양동면 금왕리 1059번지,37.4614635,127.736187
2022-06-07,양평군,고송보건진료소,031-770-3461,12533,경기도 양평군 양동면 아랫고슬길8번길 5,경기도 양평군 양동면 고송리 708번지,37.49030783,127.6997172
2022-06-07,양평군,단석보건진료소,031-770-3462,12538,경기도 양평군 양동면 거단길 163,경기도 양평군 양동면 단석리 1339-2번지,37.3865851,127.713562
2022-06-07,양평군,삼산보건진료소,031-770-3467,12540,경기도 양평군 양동면 도소리길 33,경기도 양평군 양동면 삼산리 630-33번지,37.4040527,127.770574
2022-06-07,양평군,용문보건지소,031-770-3558,12522,경기도 양평군 용문면 용문로 393,경기도 양평군 용문면 다문리 348-1번지,37.4871541,127.596614
2022-06-07,양평군,개군보건지소,031-770-3559,12568,경기도 양평군 개군면 하자포길33번길 6,경기도 양평군 개군면 하자포리 263-7번지,37.42626128,127.5369921
2022-06-07,양평군,양평군청,031-770-2114,12554,경기도 양평군 양평읍 군청앞길 2,경기도 양평군 양평읍 양근리 448-8번지,37.491741,127.4876821
2022-06-07,양평군,강상면사무소,031-770-3041,12572,경기도 양평군 강상면 신화길 10,경기도 양평군 강상면 교평리 592-1번지,37.477204,127.4854803
2022-06-07,양평군,옥천면사무소,031-770-3131,12507,경기도 양평군 옥천면 옥천길 21,경기도 양평군 옥천면 옥천리 740-7번지,37.5180646,127.456072
2022-06-07,양평군,단월면사무소,031-770-3191,12529,경기도 양평군 단월면 보룡길 53,경기도 양평군 단월면 보룡리 343-2번지,37.538558,127.6729902
2022-06-07,양평군,양동면사무소,031-770-3251,12539,경기도 양평군 양동면 학둔지아래길 20,경기도 양평군 양동면 쌍학리 160-1번지,37.4251059,127.751177
2022-06-07,양평군,중앙도서관,031-770-2730,12562,경기도 양평군 양평읍 양근로 240-9,경기도 양평군 양평읍 양근리 257-3번지,37.485882,127.494342
2022-06-07,양평군,용문도서관,031-770-2710,12522,경기도 양평군 용문면 용문로 395,경기도 양평군 용문면 다문리 343번지,37.4872025,127.596325
2022-06-07,양평군,양동도서관,031-770-2571,12539,경기도 양평군 양동면 학둔지아래길 93,경기도 양평군 양동면 쌍학리 181-3번지,37.4192055,127.754679
2022-06-07,양평군,강하작은도서관,031-771-4302,12574,경기도 양평군 강하면 운심길 47,경기도 양평군 강하면 운심리 48-12번지,37.4961657,127.411212
2022-06-07,양평군,서종작은도서관,031-775-8258,12502,경기도 양평군 서종면 북한강로 777,경기도 양평군 서종면 문호리 764-1번지,37.606835,127.348958
2022-06-07,양평군,청운작은도서관,031-775-0552,12530,경기도 양평군 청운면 용두민속장터길 2,경기도 양평군 청운면 용두리 717-4번지,37.5536606,127.708325
2022-06-07,양평군,평생학습센터,031-770-2942,12546,경기도 양평군 양평읍 마유산로 3,경기도 양평군 양평읍 양근리 535-8번지,37.4975498,127.485259
2022-06-07,양평군,보건소,031-770-3524,12546,경기도 양평군 양평읍 마유산로 17,경기도 양평군 양평읍 양근리 533-1번지,37.4970357,127.486685
2022-06-07,양평군,정배보건진료소,031-770-3454,12501,경기도 양평군 서종면 중미산로 820,경기도 양평군 서종면 정배리 128-2번지,37.6005563,127.425995
2022-06-07,양평군,단월보건지소,031-770-3554,12529,경기도 양평군 단월면 보룡길 53-4,경기도 양평군 단월면 보룡리 343-8번지,37.538822,127.673427
2022-06-07,양평군,청운보건지소,031-770-3555,12530,경기도 양평군 청운면 용두로164번길 7,경기도 양평군 청운면 용두리 625-1번지,37.555857,127.711058
2022-06-07,양평군,동오보건진료소,031-770-3452,12577,경기도 양평군 강하면 동오1길 42,경기도 양평군 강하면 동오리 215-1번지,37.4683495,127.396581
2022-06-07,양평군,옥천보건지소,031-770-3560,12508,경기도 양평군 옥천체육공원길 34,경기도 양평군 옥천면 옥천리 779번지,37.52208147,127.4588242
2022-06-07,양평군,지평보건지소,031-770-3557,12541,경기도 양평군 지평면 지평의병로116번길 7-1,경기도 양평군 지평면 지평리 584-4번지,37.4738932,127.638346
2022-06-07,양평군,곡수보건진료소,031-770-3463,12544,경기도 양평군 지평면 곡수길 52,경기도 양평군 지평면 곡수리 364-5번지,37.41834752,127.6138547
2022-06-07,양평군,일신보건진료소,031-770-3464,12542,경기도 양평군 지평면 구둔영화체험길 8,경기도 양평군 지평면 일신리 1818-3번지,37.4344409,127.685226
2022-06-07,양평군,조현보건진료소,031-770-3465,12511,경기도 양평군 용문면 청용길 12,경기도 양평군 용문면 조현리 183-6번지,37.5221484,127.613553
2022-06-07,양평군,양평읍사무소,031-770-2661,12562,경기도 양평군 양평읍 양근강변길 7,경기도 양평군 양평읍 양근리 658번지,37.48642972,127.4935136
2022-06-07,양평군,강하면사무소,031-770-3071,12574,경기도 양평군 강하면 운심길 40-8,경기도 양평군 강하면 운심리 35-6번지,37.4949573,127.410464
2022-06-07,양평군,양서면사무소,031-770-3101,12584,경기도 양평군 양서면 목왕로 31,경기도 양평군 양서면 용담리 520-1번지,37.543979,127.326052
2022-06-07,양평군,서종면사무소,031-770-3161,12502,경기도 양평군 서종면 북한강로 777,경기도 양평군 서종면 문호리 766-1번지,37.606584,127.348712
2022-06-07,양평군,청운면사무소,031-770-3221,12530,경기도 양평군 청운면 용두로 170,경기도 양평군 청운면 용두리 625-1번지,37.556255,127.710723
2022-06-07,양평군,지평면사무소,031-770-3281,12541,경기도 양평군 지평면 지평의병로116번길 1,경기도 양평군 지평면 지평리 581-2번지,37.474475,127.639309
2022-06-07,양평군,용문면사무소,031-770-3311,12514,경기도 양평군 용문면 용문로 428,경기도 양평군 용문면 다문리 2번지,37.48890186,127.5991591
2022-06-07,양평군,개군면사무소,031-770-3341,12568,경기도 양평군 개군면 하자포길33번길 8,경기도 양평군 개군면 하자포리 262-2번지,37.4259639,127.536798
2022-06-07,양평군,양평군의회,031-770-2521,12554,경기도 양평군 양평읍 군청앞길 2,경기도 양평군 양평읍 양근리 448-8번지,37.491741,127.4876821
2022-06-07,양평군,어린이도서관,031-770-2734,12562,경기도 양평군 양평읍 양근로 240-9,경기도 양평군 양평읍 양근리 257-3번지,37.48559294,127.4945325
2022-06-07,양평군,양서친환경도서관,031-770-2596,12584,경기도 양평군 양서면 양수로 110,경기도 양평군 양서면 용담리 535-1번지,37.54231709,127.3236016
2022-06-07,양평군,지평도서관,031-770-2561,12541,경기도 양평군 지평면 지평의병로116번길 5,경기도 양평군 지평면 지평리 584-1번지,37.4736826,127.638647
2022-06-07,양평군,강상작은도서관,031-775-7483,12572,경기도 양평군 강상면 송학길 60,경기도 양평군 강상면 송학리 51-2번지,37.48069085,127.4780546
2022-06-07,양평군,옥천작은도서관,031-771-5703,12507,경기도 양평군 옥천면 옥천길 21,경기도 양평군 옥천면 옥천리 865-17번지,37.5182937,127.456494
2022-06-07,양평군,단월작은도서관,031-771-0634,12529,경기도 양평군 단월면 보룡길 82,경기도 양평군 단월면 보룡리 386-19번지,37.5408685,127.673508
2022-06-07,양평군,개군작은도서관,031-771-5624,12569,경기도 양평군 개군면 추읍로 37,경기도 양평군 개군면 부리 441-1번지,37.42821682,127.5422415
2022-06-07,양평군,세미원작은도서관,031-775-1835,12584,경기도 양평군 양서면 양수로 93,경기도 양평군 양서면 용담리 428-8번지,37.540939,127.323961
2022-06-07,양평군,농업기술센터,031-770-3617,12547,경기도 양평군 양평읍 농업기술센터길 59,경기도 양평군 양평읍 공흥리 1-1번지,37.51079056,127.5142907
2022-06-07,양평군,세월보건진료소,031-770-3451,12573,경기도 양평군 강상면 세월길 139-1,경기도 양평군 강상면 세월리 165-1번지,37.4374702,127.494132
2022-06-07,양평군,강하보건지소,031-770-3551,12574,경기도 양평군 강하면 운심길 44,경기도 양평군 강하면 운심리 34-8번지,37.4958208,127.410885
2022-06-07,양평군,국수보건지소,031-770-3552,12580,경기도 양평군 양서면 복개길5번길 21,경기도 양평군 양서면 복포리 364-17번지,37.5135962,127.402381
2022-06-07,양평군,서종보건지소,031-770-3553,12502,경기도 양평군 서종면 북한강로 777,경기도 양평군 서종면 문호리 766-4번지,37.6066094,127.348472
2022-06-07,양평군,노문보건진료소,031-770-3453,12500,경기도 양평군 서종면 화서1로 258,경기도 양평군 서종면 노문리 523번지,37.6389345,127.427982
2022-06-07,양평군,서후보건진료소,031-770-3455,12504,경기도 양평군 서종면 퉁점길 69-1,경기도 양평군 서종면 서후리 95번지,37.5813242,127.4203706
2022-06-01,의정부시,송산2동주민센터,031-870-7682,11809,경기도 의정부시 용민로 115,경기도 의정부시 민락동 743-2번지,37.739744,127.090003
2022-06-01,의정부시,공공하수처리시설(물자원재생과),031-870-6412,11717,경기도 의정부시 장곡로 147,경기도 의정부시 장암동 44-5번지,37.722476,127.051692
2022-06-01,의정부시,호원1동주민센터,031-870-7342,11710,경기도 의정부시 평화로230번길 12-9,경기도 의정부시 호원동 456-5번지,37.711974,127.048752
2022-06-01,의정부시,의정부3동주민센터,031-870-7012,11699,경기도 의정부시 경의로 120,경기도 의정부시 의정부동 371번지,37.732708,127.048907
2022-06-01,의정부시,의정부1동주민센터,031-870-6971,11690,경기도 의정부시 가능로152번길 14,경기도 의정부시 의정부동 225-1번지,37.746447,127.0476201
