공원명,주소,공원면적,위도,경도,시군구,분류,크기
40호 어린이공원(고덕국제화지구 두릉리),경기도 평택시 고덕면 두릉리 산42임,1522,37.058579,127.028561,평택시,소형,3
41호 어린이공원(고덕국제화지구 두릉리),경기도 평택시 고덕면 두릉리 631-1답,2182,37.055653,127.025264,평택시,소형,3
42호 어린이공원(고덕국제화지구 두릉리),경기도 평택시 고덕면 두릉리 593-4답,2345,37.055621,127.023015,평택시,소형,3
43호 어린이공원(고덕국제화지구 해창리),경기도 평택시 고덕면 해창리 490-2대,1511,37.042464,127.014761,평택시,소형,3
44호 어린이공원(고덕국제화지구 율포리),경기도 평택시 고덕면 율포리 438-11임,2369,37.047403,127.030629,평택시,소형,3
45호 어린이공원(고덕국제화지구 율포리),경기도 평택시 고덕면 율포리 376전,1868,37.0503,127.034107,평택시,소형,3
46호 어린이공원(고덕국제화지구  해창리),경기도 평택시 고덕면 해창리 61-1답,1857,37.031237,127.031844,평택시,소형,3
47호 어린이공원(고덕국제화지구 당현리),경기도 평택시 고덕면 당현리 524-2답,9166,37.064697,127.031864,평택시,소형,3
48호 어린이공원(고덕국제화지구 율포리),경기도 평택시 고덕면 율포리 480답,8114,37.049688,127.025091,평택시,소형,3
49호 어린이공원(율포리),경기도 평택시 고덕면 율포리 106답,9077,37.042946,127.042342,평택시,소형,3
50호 어린이공원(고덕국제화지구  해창리),경기도 평택시 고덕면 해창리 382존,6614,37.036711,127.023278,평택시,소형,3
8호 어린이공원(서정동),경기도 평택시 서정동 692-5대,2542,37.071243,127.059738,평택시,소형,3
9호 어린이공원(서정동),경기도 평택시 서정동 산127-13임,5638,37.061306,127.043194,평택시,소형,3
건지 어린이공원,경기도 평택시 지산동 1136,1616,37.077127,127.066247,평택시,소형,3
광말 어린이공원,경기도 평택시 이충동 631,1536,37.057816,127.063011,평택시,소형,3
노루댕이 어린이공원(장당 3호),경기도 평택시 장당동 641-9,1500,37.051757,127.064859,평택시,소형,3
돌우물 어린이공원,경기도 평택시 이충동 676,4039,37.058548,127.069157,평택시,소형,3
동령 어린이공원,경기도 평택시 이충동 687,1997,37.060955,127.069178,평택시,소형,3
동막골(동구재) 어린이공원,경기도 평택시 서정동 845,1600,37.066265,127.061203,평택시,소형,3
동부 105호 어린이공원(신촌지구),경기도 평택시 칠원동 393-4,4053,37.026563,127.109632,평택시,소형,3
동부 106호 어린이공원(신촌지구),경기도 평택시 칠원동 388-4,5143,37.024643,127.109529,평택시,소형,3
두릉이주 어린이공원,경기도 평택시 고덕면 두릉리 797-1,1872,37.06351,127.027702,평택시,소형,3
둥실봉 어린이공원,경기도 평택시 지산동 1260,4205,37.082884,127.068815,평택시,소형,3
방아다리 어린이공원(장당 2호),경기도 평택시 장당동 632-1,2500,37.051373,127.061853,평택시,소형,3
서재초 어린이공원(동삭2지구),경기도 평택시 칠원동 산62-3,3410,37.035098,127.105155,평택시,소형,3
수변공원 9호(고덕국제화지구 여염리),경기도 평택시 고덕면 여염리 315답,11782,37.040832,127.045428,평택시,소형,3
수변공원(브레인시티),경기도 평택시 도일동 983-7,61615,37.048381,127.098853,평택시,소형,3
수촌1 수변공원(수촌지구),경기도 평택시 칠원동 289-25,21187,37.020343,127.113678,평택시,소형,3
제1호 수변공원(가재지구 128호),경기도 평택시 가재동 479-1,1100,37.042328,127.077653,평택시,소형,3
제2호 수변공원(가재지구 129호),경기도 평택시 가재동 479-1,6560,37.042328,127.077653,평택시,소형,3
통복2 수변공원(수촌지구),경기도 평택시 칠원동 286,13256,37.020802,127.113503,평택시,소형,3
11호 어린이공원(서정동),경기도 평택시 서정동 산110-4임,6557,37.066367,127.048,평택시,소형,3
14호 어린이공원(고덕국제화지구  두릉리),경기도 평택시 고덕면 두릉리 529-1답,1770,37.055543,127.017238,평택시,소형,3
17호 어린이공원(고덕국제화지구 좌교리),경기도 평택시 고덕면 좌교리 399-1답,4449,37.044118,127.013642,평택시,소형,3
18호 어린이공원(고덕국제화지구 해창리),경기도 평택시 고덕면 해창리 485-1장,3888,37.041406,127.01406,평택시,소형,3
20호 어린이공원(고덕국제화지구  해창리),경기도 평택시 고덕면 해창리 437-1답,1520,37.036903,127.017934,평택시,소형,3
25호 어린이공원(여염리),경기도 평택시 고덕면 여염리 산60임,3378,37.037592,127.046179,평택시,소형,3
26호 어린이공원(서정동),경기도 평택시 서정동 산1-1임,1853,37.071496,127.065145,평택시,소형,3
27호 어린이공원(율포리),경기도 평택시 고덕면 율포리 334-2전,3898,37.051333,127.041019,평택시,소형,3
28호 어린이공원(서정동),경기도 평택시 서정동 632답,2049,37.065532,127.043825,평택시,소형,3
29호 어린이공원(서정동),경기도 평택시 서정동 617-7답,6117,37.068493,127.047609,평택시,소형,3
2호 어린이공원(여염리),경기도 평택시 고덕면 여염리 326-4답,2072,37.039568,127.045056,평택시,소형,3
30호 어린이공원(고덕국제화지구  율포리),경기도 평택시 고덕면 율포리 184-6장,2098,37.045928,127.031262,평택시,소형,3
31호 어린이공원(고덕국제화지구 (좌교리),경기도 평택시 고덕면 좌교리 270답,4674,37.040669,127.029528,평택시,소형,3
32호 어린이공원(고덕국제화지구  해창리),경기도 평택시 고덕면 해창리 15-2장,2280,37.031435,127.026598,평택시,소형,3
33호 어린이공원(고덕국제화지구  해창리),경기도 평택시 고덕면 해창리 733-27임,2258,37.026212,127.016897,평택시,소형,3
34호 어린이공원(고덕국제화지구  여염리),경기도 평택시 고덕면 여염리 373-2답,1585,37.036401,127.044059,평택시,소형,3
35호 어린이공원(여염리),경기도 평택시 고덕면 여염리 산66임,1712,37.035739,127.043912,평택시,소형,3
36호 어린이공원(여염리),경기도 평택시 고덕면 여염리 296-2답,1864,37.041939,127.048848,평택시,소형,3
37호 어린이공원(장당동),경기도 평택시 장당동 531답,2134,37.046524,127.053769,평택시,소형,3
38호 어린이공원(서정동),경기도 평택시 서정동 678-36대,1625,37.071243,127.059738,평택시,소형,3
39호 어린이공원(서정동),경기도 평택시 서정동 산126-4과,1509,37.061627,127.043251,평택시,소형,3
용우물 소공원(고덕일반산업단지 소공원3),경기도 평택시 고덕면 여염리 1652공,2099,37.038943,127.050892,평택시,소형,3
임주 소공원(고덕일반산업단지 소공원2),경기도 평택시 고덕면 여염리 1666공,2238,37.037126,127.048316,평택시,소형,3
장등1리 소공원,경기도 평택시 서탄면 장등리 466-8,1084,37.074458,127.023535,평택시,소형,3
장등2리 소공원,경기도 평택시 서탄면 장등리 451-9,1000,37.073978,127.025434,평택시,소형,3
제5호 소공원(진위역),경기도 평택시 진위면 하북리 140-11,1900,37.110518,127.062712,평택시,소형,3
제6호 소공원(진위역),경기도 평택시 진위면 하북리 170-1,2257,37.110428,127.062125,평택시,소형,3
진위3일반산단1호 소공원(진위3일반산업단지),경기도 평택시 진위면 마산리 336,8731,37.08922,127.094889,평택시,소형,3
진위3일반산단2호 소공원(진위3일반산업단지),경기도 평택시 진위면 마산리 산52,1500,37.083073,127.098124,평택시,소형,3
칠원 소공원,경기도 평택시 칠원동 58-1 58-3 50 49-6,3863,37.032005,127.100642,평택시,소형,3
풍진 소공원(신설),경기도 평택시 서정동 833,850,37.067101,127.055243,평택시,소형,3
상서재 2호 수변공원(동삭2지구),경기도 평택시 칠원동 451-2,9484,37.027392,127.115756,평택시,소형,3
소풍정원,경기도 평택시 고덕면 궁리 424-25,112245,37.011844,127.020575,평택시,중형,7
수변공원 10호(고덕국제화지구 율포리),경기도 평택시 고덕면 율포리 65답,11800,37.042043,127.044785,평택시,소형,3
수변공원 11호(고덕국제화지구 여염리),경기도 평택시 고덕면 여염리 281-8답,10395,37.042913,127.047362,평택시,소형,3
수변공원 12호(고덕국제화지구 율포리),경기도 평택시 고덕면 율포리 산11-5임,26763,37.04237,127.043867,평택시,소형,3
수변공원 13호(고덕국제화지구  장당동),경기도 평택시 장당동 559-1대,13428,37.041184,127.07125,평택시,소형,3
수변공원 14호(고덕국제화지구  율포리),경기도 평택시 고덕면 율포리 2-6목,8285,37.0499,127.043385,평택시,소형,3
수변공원 15호(고덕국제화지구  장당동),경기도 평택시 장당동 524-58답,30638,37.04907,127.052502,평택시,소형,3
수변공원 1호(고덕국제화지구 해창리),경기도 평택시 고덕면 해창리 99답,4809,37.027325,127.029194,평택시,소형,3
수변공원 2호(고덕국제화지구 궁리),경기도 평택시 고덕면 궁리 303-2목,67862,37.027408,127.0333,평택시,소형,3
수변공원 3호(고덕국제화지구 해창리),경기도 평택시 고덕면 해창리 66답,56051,37.030342,127.031781,평택시,소형,3
수변공원 4호(고덕국제화지구 궁리),경기도 평택시 고덕면 궁리 310답,15746,37.030414,127.033791,평택시,소형,3
수변공원 5호(고덕국제화지구 좌교리),경기도 평택시 고덕면 좌교리 94답,8662,37.033702,127.036699,평택시,소형,3
수변공원 6호(고덕국제화지구 여염리),경기도 평택시 고덕면 여염리 377답,7599,37.035169,127.042966,평택시,소형,3
수변공원 7호(고덕국제화지구 여염리),경기도 평택시 고덕면 여염리 362-1답,35231,37.036833,127.041657,평택시,소형,3
수변공원 8호(고덕국제화지구 율포리),경기도 평택시 고덕면 율포리 98답,11150,37.041322,127.042695,평택시,소형,3
마산1리 마을쉼터,경기도 평택시 진위면 마산리 829-1,999,37.084656,127.084434,평택시,소형,3
목천 마을쉼터,경기도 평택시 신장동 327-15 327-14 326-5~7,451,37.083503,127.054172,평택시,소형,3
문곡1리 마을쉼터,경기도 평택시 고덕면 문곡리 419 419-1,1000,37.066241,127.011993,평택시,소형,3
수월암2리 마을쉼터,경기도 평택시 서탄면 수월암리 406 409 434-1,991,37.118986,127.034179,평택시,소형,3
신리 마을쉼터,경기도 평택시 진위면 신리 126-3,793,37.097397,127.071037,평택시,소형,3
신흥 마을쉼터,경기도 평택시 신장동 646-8,738,37.08666,127.05754,평택시,소형,3
적봉 마을쉼터,경기도 평택시 서정동 972,1002,37.077714,127.042113,평택시,소형,3
하북2리 마을쉼터,경기도 평택시 진위면 하북리 187-12,999,37.104372,127.058457,평택시,소형,3
하북3리 마을쉼터,경기도 평택시 진위면 하북리 350-11,999,37.099001,127.049593,평택시,소형,3
회화리 마을쉼터,경기도 평택시 서탄면 회화리 133,960,37.09506,127.022973,평택시,소형,3
고덕 1호 문화공원 (고덕국제화지구),경기도 평택시 고덕면 율포리 356-9잡,148156,37.054885,127.034647,평택시,중형,7
부락산 문화공원(동부 130호),경기도 평택시 지산동 519-4,101095,37.0714,127.075284,평택시,중형,7
고덕문화마을1 소공원,경기도 평택시 고덕면 해창리 1141-1,1230,37.040265,127.014809,평택시,소형,3
금암2리 소공원,경기도 평택시 서탄면 금암리 469-8,1009,37.110578,127.036043,평택시,소형,3
동부19호 소공원,경기도 평택시 도일동 525,303,37.053,127.106322,평택시,소형,3
상서재1호 소공원(동삭2지구),경기도 평택시 칠원동 334-4,920,37.019276,127.106952,평택시,소형,3
상서재2호 소공원(동삭2지구),경기도 평택시 칠원동 337-1,1356,37.019323,127.106823,평택시,소형,3
서정동 소공원(서정연립재건축),경기도 평택시 서정동 780,4434,37.069739,127.061914,평택시,소형,3
성두 소공원(고덕일반산업단지 소공원1),경기도 평택시 고덕면 여염리 1665공,2280,37.034796,127.043204,평택시,소형,3
소공원 1호 (송원 현대재건축),경기도 평택시 독곡동 산69-3,990,37.084785,127.060812,평택시,소형,3
수촌1 소공원(수촌지구),경기도 평택시 칠원동 440-3,1704,37.021725,127.105338,평택시,소형,3
신장지구 소공원,경기도 평택시 신장동 170-3,2925,37.085809,127.054661,평택시,소형,3
언덕공원,경기도 의왕시 내손동 722,21867,37.38225836,126.9760992,의왕시,소형,3
신촌 새말 근린공원(신촌지구 동부 101호),경기도 평택시 칠원동 산36-36,12317,37.024067,127.104973,평택시,소형,3
여염 근린공원(고덕일반산업단지),경기도 평택시 고덕면 여염리 1650공,56087,37.03082,127.055173,평택시,소형,3
장당(석정) 근린공원,경기도 평택시 장당동 636 636-2,1958,37.052747,127.063266,평택시,소형,3
장당택지 근린공원,경기도 평택시 이충동 615,10254,37.050776,127.057345,평택시,소형,3
장안하늘채 근린공원(동부 25호),경기도 평택시 장안동 621,10088,37.057621,127.077627,평택시,소형,3
제1호 근린공원(가재지구),경기도 평택시 가재동 436-1,25600,37.044253,127.07525,평택시,소형,3
제1호 근린공원(브레인시티 일반산업단지),경기도 평택시 장안동 204-2,29646,37.052902,127.087992,평택시,소형,3
제2호 근린공원(가재지구),경기도 평택시 가재동 산58-1,16340,37.042392,127.083782,평택시,소형,3
제2호 근린공원(브레인시티 일반산업단지),경기도 평택시 장안동 61-4,13757,37.056557,127.092852,평택시,소형,3
제3호 근린공원(브레인시티 일반산업단지),경기도 평택시 장안동 산130,15005,37.050579,127.092787,평택시,소형,3
진위 근린공원,경기도 평택시 진위면 견산리 산16,36636,37.109273,127.074837,평택시,소형,3
진위산업단지 근린공원,경기도 평택시 진위면 청호리 342-4,12100,37.122825,127.082002,평택시,소형,3
충의 근린공원,경기도 평택시 이충동 692,14181,37.059477,127.071108,평택시,소형,3
칠괴 근린공원,경기도 평택시 칠괴동 579-1,9895,37.032169,127.088287,평택시,소형,3
가곡5리 마을쉼터,경기도 평택시 진위면 가곡리 419-4,536,37.115643,127.072373,평택시,소형,3
견산1리 마을쉼터,경기도 평택시 진위면 견산리 409-1 410-1,264,37.108159,127.073751,평택시,소형,3
견산2리 마을쉼터,경기도 평택시 진위면 견산리 24-3,234,37.107169,127.080433,평택시,소형,3
견산3리 마을쉼터,경기도 평택시 진위면 견산리 372 396 373,1035,37.109004,127.072384,평택시,소형,3
견산5리 마을쉼터,경기도 평택시 진위면 견산리 439-2,631,37.107212,127.072677,평택시,소형,3
고덕당현1리 마을쉼터,경기도 평택시 고덕면 당현리 341-1,1033,37.065287,127.033445,평택시,소형,3
고덕문화마을2 마을쉼터,경기도 평택시 고덕면 해창리 1148-4,987,37.038078,127.014455,평택시,소형,3
마두1리 마을쉼터,경기도 평택시 서탄면 마두리 40-3,576,37.109829,127.023405,평택시,소형,3
5호 근린공원(고덕국제화지구 율포리),경기도 평택시 고덕면 율포리 512-6잡,38267,37.051142,127.019873,평택시,소형,3
6호 근린공원(고덕국제화지구 좌교리),경기도 평택시 고덕면 좌교리 433-52전,59444,37.046797,127.018503,평택시,소형,3
7호 근린공원(고덕국제화지구 두릉리),경기도 평택시 고덕면 두릉리 576임,26170,37.053903,127.017266,평택시,소형,3
8호 근린공원(고덕국제화지구 두룡리),경기도 평택시 고덕면 두릉리 547-1번,36470,37.050157,127.015155,평택시,소형,3
9호 근린공원(고덕국제화지구 율포리),경기도 평택시 고덕면 율포리 539-5장,22200,37.047085,127.014586,평택시,소형,3
LG Digital Park일반산업단지 근린공원,경기도 평택시 진위면 청호리 367,19939,37.128946,127.091568,평택시,소형,3
가곡 근린공원,경기도 평택시 진위면 가곡리 70-1,18268,37.11258,127.08718,평택시,소형,3
갈곶 근린공원(진위제2산업단지),경기도 평택시 진위면 갈곶리 118,12781,37.12396,127.079289,평택시,소형,3
견산 근린공원,경기도 평택시 진위면 견산리 산9임,53243,37.107238,127.077771,평택시,소형,3
궁2리 근린공원(궁리2지구),경기도 평택시 고덕면 궁리 산32,19409,37.022288,127.035645,평택시,소형,3
모곡 근린공원,경기도 평택시 모곡동 444,27546,37.035404,127.075836,평택시,소형,3
반지산(돌산) 근린공원,경기도 평택시 이충동 662,25136,37.058844,127.064732,평택시,소형,3
봉골 근린공원(고덕일반산업단지),경기도 평택시 고덕면 여염리 1683공,115620,37.026177,127.063527,평택시,중형,7
봉남 근린공원,경기도 평택시 진위면 봉남리 산22-1,0,37.105507,127.092851,평택시,소형,3
11호 근린공원(고덕국제화지구  해창리),경기도 평택시 고덕면 해창리 531답,61914,37.038837,127.016067,평택시,소형,3
부락산분수 근린공원,경기도 평택시 이충동 279-1,161070,37.065121,127.067652,평택시,중형,7
상서재 근린공원(동삭2지구),경기도 평택시 칠원동 산56,16326,37.022294,127.098857,평택시,소형,3
상서재서초 근린공원(동삭2지구),경기도 평택시 칠원동 산63,13005,37.035098,127.105155,평택시,소형,3
서정 근린공원,경기도 평택시 서정동 201-7 201-8,18910,37.063181,127.060854,평택시,소형,3
석정 근린공원,경기도 평택시 이충동 산81-1,321558,37.056071,127.061922,평택시,중형,7
송탄 근린공원,경기도 평택시 지산동 산 182-3,182249,37.078655,127.059925,평택시,중형,7
수촌 근린공원(수촌지구),경기도 평택시 칠원동 313-1,12249,37.01944,127.109343,평택시,소형,3
신장 근린공원,경기도 평택시 신장동 370-2,89174,37.085894,127.051198,평택시,소형,3
통복 어린이공원,경기도 평택시 통복동 73,2821,36.998423,127.085552,평택시,소형,3
팽성 어린이공원,경기도 평택시 팽성읍 안정리 169-50,6173,36.959505,127.047945,평택시,소형,3
팽송 어린이공원,경기도 평택시 팽성읍 송화리 770-1,1616,36.963502,127.054582,평택시,소형,3
평일 어린이공원,경기도 평택시 합정동 774,1985,36.990515,127.105605,평택시,소형,3
풍물 제2호 어린이공원(모산영신지구),경기도 평택시 동삭동 429-1,2320,37.017869,127.08719,평택시,소형,3
하늘 어린이공원(소사벌택지 7호),경기도 평택시 죽백동 748공,1776,37.004445,127.113983,평택시,소형,3
하서재 어린이공원(서재지구 76호),경기도 평택시 동삭동 714,2322,37.009731,127.100923,평택시,소형,3
한방 어린이공원,경기도 평택시 합정동 881,1483,36.990793,127.119713,평택시,소형,3
합정 어린이공원,경기도 평택시 합정동 902-4,1516,36.988787,127.105013,평택시,소형,3
합정새롬 어린이공원,경기도 평택시 합정동 830,1500,36.989137,127.091306,평택시,소형,3
합정푸른 어린이공원(폐지),경기도 평택시 합정동 836,1500,36.990232,127.096101,평택시,소형,3
향촌 어린이공원,경기도 평택시 세교동 560-1,1525,37.001993,127.07931,평택시,소형,3
화경 어린이공원,경기도 평택시 합정동 871-5,1500,36.98992,127.116372,평택시,소형,3
용죽 역사공원(용죽지구),경기도 평택시 용이동 660,36140,36.997961,127.127348,평택시,소형,3
원효대사 역사공원,경기도 평택시 포승읍 원정리 산109-37,7131,37.004727,126.822483,평택시,소형,3
노와이주단지 체육공원(노와지구),경기도 평택시 팽성읍 노와리 456공,18000,36.947202,127.090014,평택시,소형,3
13호 근린공원(고덕국제화지구 좌교리),경기도 평택시 고덕면 좌교리 산35-4임,673747,37.044113,127.032301,평택시,중형,7
14호 근린공원(고덕국제화지구  해창리),경기도 평택시 고덕면 해창리 361-1전,19999,37.032926,127.019145,평택시,소형,3
2호 근린공원(고덕국제화지구 서정동),경기도 평택시 서정동 608-2답,186797,37.072141,127.042956,평택시,중형,7
3호 근린공원(고덕국제화지구 당현리),경기도 평택시 고덕면 당현리 457답,70920,37.059962,127.034466,평택시,소형,3
4호 근린공원(고덕국제화지구 두릉리),경기도 평택시 고덕면 두릉리 산32-5임,23246,37.05882,127.021191,평택시,소형,3
목련공원,경기도 성남시 분당구 야탑동 167,1572,37.4078383,127.1393903,성남시분당구,소형,3
신일공원,경기도 성남시 분당구 야탑동 164,1581,37.4071935,127.1441091,성남시분당구,소형,3
과수원공원,경기도 성남시 분당구 이매동 103,5180,37.40245774,127.125995,성남시분당구,소형,3
아름공원,경기도 성남시 분당구 이매동 134,5153,37.4025069,127.1230174,성남시분당구,소형,3
매송공원,경기도 성남시 분당구 이매동 144,4997,37.39761454,127.1229659,성남시분당구,소형,3
방아다리공원,경기도 성남시 분당구 이매동 114,5199,37.3977294,127.1258001,성남시분당구,소형,3
이매길공원,경기도 성남시 분당구 이매동 148,2695,37.3930408,127.1222566,성남시분당구,소형,3
구렛들공원,경기도 성남시 분당구 이매동 119,3269,37.39235792,127.1249861,성남시분당구,소형,3
누엣길공원,경기도 성남시 분당구 이매동 125,3900,37.38988839,127.1256345,성남시분당구,소형,3
솔밭공원,경기도 성남시 분당구 서현동 78-4,2234,37.38461132,127.1305004,성남시분당구,소형,3
소공원공원,경기도 성남시 분당구 서현동 324,1219,37.3795209,127.1368551,성남시분당구,소형,3
점골공원,경기도 성남시 분당구 서현동 332,4487,37.37694545,127.1399836,성남시분당구,소형,3
양지공원,경기도 성남시 분당구 분당동 101,1733,37.37517435,127.1442164,성남시분당구,소형,3
서현공원,경기도 성남시 분당구 서현동 89-6,11273,37.3820487,127.1270454,성남시분당구,소형,3
분당공원,경기도 성남시 분당구 서현동 94-1,9428,37.379099,127.1312115,성남시분당구,소형,3
진사소공원,경기도 안성시 공도읍 진사리 354,1510,36.99472602,127.1511383,안성시,소형,3
40호 소공원,경기도 안성시 양성면 이현리 86-1,2319,37.09348435,127.2156241,안성시,소형,3
퍼시스 소공원,경기도 안성시 공도읍 만정리 703,737,37.004564,127.178776,안성시,소형,3
16호공원,경기도 안성시 석정동 331,2469,37.01372655,127.2608482,안성시,소형,3
돌우물공원,경기도 안성시 석정동 44-1,9303,37.00910073,127.2650865,안성시,소형,3
신능공원,경기도 안성시 서운면 신능리 223-4,9970,36.972749,127.267204,안성시,소형,3
1호공원,경기도 안성시 미양면 구수리 314,2014,36.9734036,127.2645328,안성시,소형,3
개정산단,경기도 안성시 미양면 개정리 766,7302,36.95820534,127.1983896,안성시,소형,3
퇴미1 공원(29호공원),경기도 안성시 공도읍 만정리 260-28,14594,36.99878639,127.178638,안성시,소형,3
퇴미2 공원(30호공원),경기도 안성시 공도읍 만정리 879,10471,36.99901899,127.178851,안성시,소형,3
원동어린이공원,경기도 오산시 원동 760-5,3305,37.147119,127.071119,오산시,소형,3
원정 어린이공원(포승공단),경기도 평택시 포승읍 도곡리 1134,1500,36.98999,126.844522,평택시,소형,3
자미 어린이공원(청북지구 택지개발),경기도 평택시 청북면 옥길리 1160,4185,37.019934,126.909408,평택시,소형,3
작골 어린이공원(청북지구 택지개발),경기도 평택시 청북면 옥길리 1294,2930,37.024696,126.913794,평택시,소형,3
장터골 어린이공원(안중지구 택지개발),경기도 평택시 안중읍 현화리 843-3,4875,36.983102,126.923314,평택시,소형,3
해모 어린이공원(청북지구 택지개발),경기도 평택시 청북면 옥길리 1065-18,1510,37.014168,126.907382,평택시,소형,3
드림테크 1호 체육공원(드림테크 일반산업단지),경기도 평택시 청북면 율북리 886답,16082,37.05742,126.979386,평택시,소형,3
드림테크 2호 체육공원(드림테크 일반산업단지),경기도 평택시 청북면 율북리 867답,15224,37.062376,126.970077,평택시,소형,3
으뜸 체육공원(청북지구 택지개발),경기도 평택시 청북면 옥길리 1072,11023,37.019934,126.909408,평택시,소형,3
12호 근린공원(고덕국제화지구),경기도 평택시 고덕면 좌교리 353임,0,37.041582,127.020765,평택시,소형,3
1호 근린공원(포승지구 BIX),경기도 평택시 포승읍 만호리 471-4,0,36.954857,126.862459,평택시,소형,3
1호 통복 근린공원(고평지구),경기도 평택시 신대동 16-4,0,36.996059,127.0795,평택시,소형,3
10호소공원(세교 지구단위),경기도 평택시 세교동 196-1번지,0,37.001779,127.076907,평택시,소형,3
1호 소공원(장당지구),경기도 평택시 장당동 175-1,0,37.031648,127.069598,평택시,소형,3
1호 소공원(지제지구),경기도 평택시 지제동 567-3,0,37.011929,127.072227,평택시,소형,3
1호 소공원(진위3지구),경기도 평택시 진위면 견산리 347-1,0,37.107398,127.074994,평택시,소형,3
1호 소공원(포승지구 BIX),경기도 평택시 포승읍 희곡리 507-1,0,36.949401,126.870515,평택시,소형,3
통복 소공원1호(통복지구),경기도 평택시 통복동 233-2,0,36.995338,127.072654,평택시,소형,3
1호 수변공원(포승지구 BIX),경기도 평택시 포승읍 희곡리 501,0,36.950117,126.870537,평택시,소형,3
19호 어린이공원(고덕국제화지구),경기도 평택시 고덕면 해창리 456-3임,0,37.03856,127.018765,평택시,소형,3
1호 어린이공원(포승지구 BIX),경기도 평택시 포승읍 희곡리 495-11,0,36.950203,126.873969,평택시,소형,3
1호 통복 어린이공원(고평지구),경기도 평택시 통복동 235-3,0,36.995064,127.073554,평택시,소형,3
23호 현덕 어린이공원(인광2지구),경기도 평택시 현덕면 인광리 405-107번지,0,36.96321,126.921585,평택시,소형,3
어린이공원(주공2단지재개발),경기도 평택시 합정동 835,0,36.99083,127.093891,평택시,소형,3
신대리문화공원,경기도 평택시 팽성읍 신대리 210-39,0,36.943755,126.997047,평택시,소형,3
송당소공원,경기도 평택시 팽성읍 송화리 125-1,0,36.9550975822,127.0516036621,평택시,소형,3
7호 어린이공원(화양지구),경기도 평택시 현덕면 도대리 산81-2구,2155,36.964889,126.902212,평택시,소형,3
8호 어린이공원(화양지구),경기도 평택시 현덕면 화양리 816,2451,36.968345,126.904173,평택시,소형,3
긴둥골 어린이공원(안중지구 택지개발),경기도 평택시 안중읍 현화리 859,3239,36.983129,126.926768,평택시,소형,3
길마 어린이공원(청북지구 택지개발),경기도 평택시 청북면 옥길리 1108,2159,37.024696,126.913794,평택시,소형,3
대장골 어린이공원(청북지구 택지개발),경기도 평택시 청북면 옥길리 1056-3,1551,37.024696,126.913794,평택시,소형,3
도곡 어린이공원(포승공단),경기도 평택시 포승읍 도곡리 1147,1500,36.987462,126.846321,평택시,소형,3
도화동 어린이공원(안중지구 택지개발),경기도 평택시 안중읍 현화리 820-5 820-7 551-8,2220,36.986918,126.919066,평택시,소형,3
돌패기 어린이공원(청북지구 택지개발),경기도 평택시 청북면 옥길리 1073,3832,37.024696,126.913794,평택시,소형,3
둔터 어린이공원(청북지구 택지개발),경기도 평택시 청북면 옥길리 1148,1594,37.024696,126.913794,평택시,소형,3
방죽골 어린이공원(안중지구 택지개발),경기도 평택시 안중읍 현화리 840-2,6014,36.981111,126.924214,평택시,소형,3
배당지 어린이공원(청북지구 택지개발),경기도 평택시 청북면 옥길리 1099,3942,37.024696,126.913794,평택시,소형,3
백로 어린이공원(청북지구 택지개발),경기도 평택시 청북면 옥길리 1092,1732,37.016615,126.925231,평택시,소형,3
비파 어린이공원(청북지구 택지개발),경기도 평택시 청북면 옥길리 1164,2340,37.028514,126.911493,평택시,소형,3
서당제 어린이공원(안중지구 택지개발),경기도 평택시 안중읍 현화리 824-4,4652,36.982991,126.918873,평택시,소형,3
송담4로 어린이공원(안중송담지구),경기도 평택시 안중읍 안중리 96-8,1540,36.98682,126.935346,평택시,소형,3
송담5길 어린이공원(안중 송담지구),경기도 평택시 안중읍 송담리 660,1518,36.978327,126.931769,평택시,소형,3
송담6길 어린이공원(안중 송담지구),경기도 평택시 안중읍 송담리 862,1525,36.981261,126.929213,평택시,소형,3
송담8길 어린이공원(안중 송담지구),경기도 평택시 안중읍 송담리 222,1506,36.982318,126.939276,평택시,소형,3
송담9길 어린이공원(안중 송담지구),경기도 평택시 안중읍 송담리 266-4,1513,36.981114,126.933441,평택시,소형,3
안중 22호 어린이공원(인광지구),경기도 평택시 현덕면 인광리 414,4600,36.961983,126.918816,평택시,소형,3
어린이공원 1호(황해경제자유구역 현덕지구),경기도 평택시 현덕면 권관리 796-6,1500,36.926889,126.906183,평택시,소형,3
창내2리 마을쉼터,경기도 평택시 오성면 창내리 21-63,1200,36.987835,127.019992,평택시,소형,3
창내3리 마을쉼터,경기도 평택시 오성면 창내리 40-6,1979,36.996567,127.012236,평택시,소형,3
창내4리 마을쉼터,경기도 평택시 오성면 창내리 94,2353,36.988795,127.02797,평택시,소형,3
율북 묘지공원,경기도 평택시 청북면 율북리 산41,41090,37.071975,126.969708,평택시,소형,3
문화공원 1호(황해경제구역 현덕지구),경기도 평택시 현덕면 장수리 300-9,29103,36.936623,126.905903,평택시,소형,3
문화공원 2호(황해경제구역 현덕지구),경기도 평택시 현덕면 장수리 353-3,27298,36.933907,126.903334,평택시,소형,3
1호 소공원(화양지구),경기도 평택시 현덕면 운정리 272-5,1266,36.977742,126.898161,평택시,소형,3
2호 소공원(화양지구),경기도 평택시 현덕면 도대리 348전,1398,36.966395,126.902177,평택시,소형,3
